order_item_id,order_id,product_id,quantity,price_per_unit,line_total
12e7cf75-c822-4b91-a1e3-06a35a836378,27a4131c-79d5-4d36-bef6-f13be6aea570,0bc3b889-89d7-4e37-90af-e98293e303c5,3,1587.34,4762.02
583a5fbf-2592-4a6a-a650-6a47a5db445b,de462485-5fa4-44d0-87ce-273ce3cc4a5a,12b26915-1444-4430-8538-ec9c379c01d2,3,887.11,2661.33
8b2e5ea9-f45c-46b1-a709-525e0251eca6,7baac447-b41a-4bff-8ef2-fbe91469adbf,f94f39cf-1cb0-4067-ad00-ff3df5042bdd,2,1479.66,2959.32
014ece85-5977-4b9b-b3e9-aa5a0a346b52,d41fcbba-7759-4766-88c7-c36ded2f8a58,3fbb6d48-1774-48e8-8024-c8bee6411d52,1,1361.31,1361.31
a2813ad2-a1f2-468a-8505-f08b06fe204e,3fb9cccc-67a2-47a8-b044-95fa26b2a0d6,32d20a60-40e3-4725-8595-c8ca49d05c00,2,709.11,1418.22
cc279ec5-532c-4eba-be33-ccd600945934,4da3fa27-92f2-4a4e-b166-a90cd60f6b90,8528e2f5-fdd1-41fe-a04e-7c282c5503be,2,240.3,480.6
e8904038-aa78-4082-a62c-9b36f2886b57,d9f4cf55-0284-4038-a394-4c12fbea8879,b8ab0bf3-330a-4732-b832-d4ba46f27daf,3,1765.59,5296.77
a7753878-7bbe-490d-bee0-7673506558fc,6528d531-dce7-4a24-875d-cab4c57e417b,02b27a83-07c3-4d2d-8255-8a74ecff84e8,2,831.15,1662.3
f50f01c5-505c-49aa-9941-611d4c1d7408,73016617-7f4b-43ed-83dc-c0e6f4e59902,127dcd88-46d7-49b4-a14d-16c96870007e,2,257.22,514.44
33e41367-4b84-45ce-9782-9a63691e9093,6c81b7d3-90d0-48d5-919f-734e99c7ca60,70d84377-b274-44fc-b06b-d9aab2437a4e,2,1667.15,3334.3
1ffb76ec-1e55-4b8f-8d25-9fd4b2643d4f,65ebfb29-911a-4ac0-b320-f1c157d0bec0,bfc8fa46-7569-49ec-b12a-d5f186f44ecc,3,1495.39,4486.17
49a0a111-347f-4c41-b379-ea1fdccd77c0,51f9cd11-211f-4a86-9a0a-46d326b3a46b,a9aa3050-532e-4e20-b7c1-6f68b1d0fb52,1,1047.95,1047.95
08252cec-cc71-4277-81bd-945b6e06dc35,3aed5f47-f7d6-42c5-8468-bab34a56556f,be03104b-3136-465c-81c8-d36b467670b7,1,379.6,379.6
8807bf40-87bb-4be3-a202-0e19b0c7a6d2,6d6c09a5-b80a-46f5-98c8-c2829b4b5d76,be03104b-3136-465c-81c8-d36b467670b7,2,379.6,759.2
00ee5f8d-eb48-4504-a345-eaf1404d45f9,92c139c3-b4cd-49ae-b180-2fed9aaf05dc,02b27a83-07c3-4d2d-8255-8a74ecff84e8,3,831.15,2493.45
b7736361-91bd-4a57-aef5-5772e848dbd5,fe0d238e-c263-403e-bb65-4ec0bd05d4b6,be5889fd-5c70-45c3-8708-36e76498ec37,1,158.83,158.83
269a4d03-6097-4a57-9c8f-70e8022191cc,6ab80a2e-f48c-4b3c-98d5-272eac7b457c,8b829870-4640-4c8c-978e-cad3030c0886,1,181.1,181.1
4de0d382-468e-457c-8da9-19abb1ccc5b9,1efbee31-a4db-492c-8591-fefb72c55bf9,f3661ac0-db68-46b2-9eb4-ba7bd401ef58,3,1758.24,5274.72
089b91ba-80ba-4662-8f7a-523f9b872743,ae1d8c41-30ee-4a34-a207-b25247fef00e,8b829870-4640-4c8c-978e-cad3030c0886,2,181.1,362.2
73a509c9-2baa-496f-8a3b-91d97269c820,b46bef7e-94a4-49fe-bb68-306637bb7d7d,72519764-0683-4513-a2d5-8515611c9e7e,2,1270.82,2541.64
158d64b0-0e84-41f8-95df-5b84e12daa38,b2d282cb-6c48-4ad7-a0f2-28cf22c3808d,01f84cec-e491-4af9-8802-47ef9cdf8947,3,818.37,2455.11
82fa7479-1127-47a3-9a3b-555593ee36d2,cde841da-2c6f-418c-8d1f-cedcf7f58ab6,127dcd88-46d7-49b4-a14d-16c96870007e,3,257.22,771.66
b2686b4d-6b8a-46d9-86ab-4ffe965b8515,2dd6af96-71f1-4f1c-9b64-ea26ee2e8021,5b19203e-86c6-4de4-a0ab-e597b2465ab4,2,1196.44,2392.88
725b43c8-5f61-4e6a-98b1-df66b8f0b91c,be341057-4f95-489e-b5f7-57143e6b688f,5d9fc1d5-71f7-4ee3-90ab-d7de4e20e293,2,335.3,670.6
4d41d64c-6101-41c6-8eec-1955bb44444a,c64d89e1-2316-48e3-8b17-f11db4f0deec,01f84cec-e491-4af9-8802-47ef9cdf8947,1,818.37,818.37
ccf39ab8-855d-4aee-98e5-ec5bdc73247c,ce9cf7c3-b356-4cc9-8280-87284fec51af,5ffdbf64-fa20-4d61-9d68-dc208b8875a5,3,498.59,1495.77
faa92ec7-1fc7-440b-bd07-5cefbe655023,aa5ccbf8-52e4-4b14-9b90-e5c5b3d39b62,f94f39cf-1cb0-4067-ad00-ff3df5042bdd,1,1479.66,1479.66
d2adccb1-4c02-4e25-a333-7b333337a18a,31cd2e77-ee82-4a3c-b06d-4f8c996eaa5e,99a3d0d9-74e8-4065-8f7d-bdfb67f6d8e0,1,150.65,150.65
5ff05d1a-eb17-408f-9be3-2a8f69bfc20a,9ffec0f1-c166-43bf-a5e0-4b358f72cf6c,39e296ff-70ba-4341-adf1-c32ba1d81ddf,2,1793.03,3586.06
be568f3b-0e33-49fc-876a-01d3367c4df3,e6d10db6-7f1f-4ca2-8fe0-b6f1511edb09,8b829870-4640-4c8c-978e-cad3030c0886,2,181.1,362.2
0d0c4920-0e44-4fd5-affb-6342910c00e3,29db9415-ee3a-4c1b-a20a-3ffd16bfe7cd,0bc3b889-89d7-4e37-90af-e98293e303c5,2,1587.34,3174.68
f0de8dd7-6e33-4193-a73f-beea6d5fc84c,9b605f44-7188-4a6f-a786-3079cf21cf58,5ffdbf64-fa20-4d61-9d68-dc208b8875a5,1,498.59,498.59
96468121-36f6-4071-95b2-9939b8de5098,bbcec3b0-d48b-4525-9e58-f5b1c2e357f6,127dcd88-46d7-49b4-a14d-16c96870007e,3,257.22,771.66
5f3ab294-8e09-4ac3-9afe-26246d727551,ee923f85-ae08-43c7-bb6e-e62fd7b8794d,629f7f67-2d08-4ba0-bc65-3d1e6b78b9b3,3,218.65,655.95
1d38b234-dfa3-4ed5-b784-bf7770f31fd1,65da0279-2a94-49d3-8904-dbb2fc5542b9,8b829870-4640-4c8c-978e-cad3030c0886,1,181.1,181.1
c3d08e3c-0c06-4ef3-8b38-6ec7d59c8b5d,3991d2f7-8d22-475b-9db7-b7b271e7d036,cdf83865-bc39-4c63-8194-405f8e8b191f,3,536.46,1609.38
ab5f1a34-af43-4b4d-9268-019560368864,66035c2a-4b08-4ff8-bd3e-93b2df7ceff0,f1744eeb-004d-4e53-829e-befd77d3f6e8,1,920.21,920.21
b373f0ad-b226-4964-87d2-a9173e5bce22,00b2bb7f-34ca-47e1-b0e4-f942a362d9b0,165edf94-ee0b-4ed5-8440-70cb81ca8ba4,2,1205.48,2410.96
de7c194e-68d0-4e1b-9435-edd44f93861d,8070379e-befc-45a4-ad9f-dded163cd582,a0585708-2c79-46e0-bcfc-310be032a3ca,2,1215.94,2431.88
9d9b9ab0-af02-4c84-a386-13a7d7b3f73c,18220672-6c35-4a81-a949-31c5e1c514ca,0c15dcc0-ec72-40e2-be21-f8afa3f0f58f,1,1108.58,1108.58
8782db19-402a-4543-a0e0-20f48808670d,7bf98ff9-996e-4dcf-9c3a-b0f0558dacad,165edf94-ee0b-4ed5-8440-70cb81ca8ba4,1,1205.48,1205.48
9528e342-1f0a-41f1-9ac6-13abf93befcd,1269ccbc-697f-499a-84c1-ea74b5a68cbd,96fd2371-3504-453a-bb75-5a4950dc26a4,3,1002.95,3008.85
699e94c6-f349-4f69-9a1e-0eba8480bf9b,7cef27a8-b999-49e7-8bc1-c86d2aea3d7c,9c3c5ec3-a261-42a5-9c88-171062b6ea7b,1,1442.76,1442.76
0d7f1eed-c545-425a-bd2f-eaf336de1d8f,9ea6c2d7-1b7c-466a-b9f0-db17f9be583b,4ce856f3-aaf2-40f7-9c66-18e2341d20fb,3,917.16,2751.48
85612cc4-d386-421d-a50a-11936a0d7bdb,32a2e219-5f12-4749-8797-c7bee077fe7d,0a4bd5cb-deab-4144-9510-c29adc25703b,1,189.77,189.77
831710b0-e926-4b23-8311-64433a5c50fd,84785d80-75ec-49fa-af89-e5917f7ae973,b3692313-d9bb-4cf6-9dfe-0cca3f4972b9,1,450.3,450.3
58fb2636-4117-4d01-b4d1-5cfdfc7b42de,2ec76f64-c6a0-44bb-8769-c53485720886,9009abfb-324e-4d9d-a258-476907f7bc40,2,742.56,1485.12
491bbd3f-63e7-42e5-8eac-46143d025ae0,ef841647-5900-41db-bfbb-2cc3d73edb1f,8528e2f5-fdd1-41fe-a04e-7c282c5503be,2,240.3,480.6
1625ef41-0be0-4563-a0b1-e1dc16337537,536651f1-f6d8-4b15-ab09-71629d423898,bf167cad-c769-433a-a14f-e75a9aa42796,2,999.75,1999.5
f4458326-1890-4ef3-b53e-dc87cb7c1848,304c7798-7123-4358-8ecd-59f27e0b3e23,a0585708-2c79-46e0-bcfc-310be032a3ca,3,1215.94,3647.82
744b194e-8c56-4f06-9a0e-32926091fd55,0c0dcd02-40dd-4b32-abde-96ecf5c7cf59,7d253fec-5adc-4288-9de3-fa6365e9dac5,3,450.51,1351.53
9fb57234-97c6-4af2-8612-ed56874c9aa5,a2d903d8-d952-4e92-b6b8-3148fca43dbd,5d9fc1d5-71f7-4ee3-90ab-d7de4e20e293,1,335.3,335.3
31f6a969-a3dd-4027-8c7a-00cf2895dd47,80824e5d-9505-40b1-938c-c443fafae66d,5b19203e-86c6-4de4-a0ab-e597b2465ab4,1,1196.44,1196.44
d2defd0c-af49-4e79-bd90-e878272dd75d,635c714e-4409-45e5-adb4-94a46f8863a0,bf167cad-c769-433a-a14f-e75a9aa42796,3,999.75,2999.25
d00ca963-6427-4f07-8c82-dc0e3042144a,4dd748c4-23d6-46cb-90ac-33c7dad17498,5b19203e-86c6-4de4-a0ab-e597b2465ab4,3,1196.44,3589.32
6f29649d-0e6c-4880-b630-3b77305c93eb,3bdccb08-eb4e-4292-909b-3fea76449df4,181223dc-6a4c-4ac9-8fc3-15f536a24dc9,2,1120.6,2241.2
dbe9d751-f23d-461f-8634-c5c57099592c,52a86f67-c734-4a87-9853-ad7badf21eaf,b79016b7-5e8c-43c3-852b-5549391fa673,3,854.5,2563.5
eaf60853-4920-4911-a534-fc2d1f8e1ba1,96797ccf-bde1-4942-9869-1437b35364b7,127dcd88-46d7-49b4-a14d-16c96870007e,2,257.22,514.44
009efb03-90f9-4da3-a3bd-8142eaf134e7,8e5833c9-9ddf-4aca-ae7a-8ed7806e8b1f,cdf83865-bc39-4c63-8194-405f8e8b191f,2,536.46,1072.92
54885204-dfe0-4615-a1e0-97e93d539b97,6276f603-104c-4874-bf0a-398e35d40485,b8ab0bf3-330a-4732-b832-d4ba46f27daf,2,1765.59,3531.18
044a442c-2c49-4018-b6af-aab52cecb6bd,759dd8c0-290a-4783-b2ef-e2c4fc6095f3,f94f39cf-1cb0-4067-ad00-ff3df5042bdd,3,1479.66,4438.98
a6428983-cd89-4735-8ec2-718fc08be612,e5169c60-6de1-4ab8-9734-49ceee57afa2,0bc3b889-89d7-4e37-90af-e98293e303c5,2,1587.34,3174.68
4cdea2d5-ed49-49f3-bbd5-41f763bbeed2,5288074d-96b9-4a1e-8c85-bf939b681730,7d9cfb6c-9abf-4d60-b8d7-eec4bd11371c,1,598.42,598.42
f736a21a-c264-4651-9273-3095fda96167,3c048328-5ae8-4f24-9ddb-5b1517bd9cf4,bebf85ec-541f-4447-b26d-0a4d0234bfa5,3,739.84,2219.52
9505a4f1-3c74-4b00-9433-73175473a082,4f4c0431-744e-4042-9e3b-2e88dd0009fd,f3661ac0-db68-46b2-9eb4-ba7bd401ef58,2,1758.24,3516.48
ef81a1f3-83eb-4c9a-822a-8731f0ce5ced,46873b8a-f988-42ae-b399-01c46bfbfc3c,b3692313-d9bb-4cf6-9dfe-0cca3f4972b9,3,450.3,1350.9
46b09269-1888-4507-868b-4c56fab95b9f,8c603610-7d05-472a-840f-7806ec8d878c,a0585708-2c79-46e0-bcfc-310be032a3ca,1,1215.94,1215.94
3124cc9c-5654-4629-ab4a-c2819a2fc78f,cb8cdb89-09a4-4737-a0b6-105a2ee5f068,eaff0482-e429-4ae2-8056-da63257284f4,2,1557.87,3115.74
2e7a4c55-ea61-425f-a4de-8d99018a5b4f,f8040251-0883-405c-bd03-d75716c3af07,5d9fc1d5-71f7-4ee3-90ab-d7de4e20e293,1,335.3,335.3
f991e872-c45b-417a-9849-20d929682da0,737c8768-cfc3-45b4-853e-0b84363709e2,88799197-ae78-4112-a6d4-b08daa889cf4,1,1191.28,1191.28
ae3d5532-0fe3-44b4-881d-ca9047cf3e21,439410d8-fc88-4608-ab10-a22519878b54,c4a3c5cc-141a-4d96-a36a-44424b3cd5eb,1,1191.05,1191.05
443a150d-2cfa-45d1-a9ff-4fd2c10fca16,be1ee343-d083-4b89-8051-4131af307278,5cb434d8-90e7-4531-8090-dbcda71ac68b,2,1340.21,2680.42
6fc5620c-56ff-42d5-a5ac-23f175ed6f59,51b3bdee-20e1-4d08-893f-df6601285e10,9c48a6b8-d7b4-488e-955f-b6ebe42d25c5,2,1097.89,2195.78
e3ad78b2-7951-49e2-b7d9-128c6e5ec617,0032f898-198c-4f41-b580-98433c34f0ca,72519764-0683-4513-a2d5-8515611c9e7e,1,1270.82,1270.82
7d1d42b5-135b-47e8-9888-ef0e9f09f753,a9ff99e7-5a3c-436f-aca5-0e7e67c87195,569b37e6-5cf1-47ea-bcb4-0577555ed36c,3,1195.82,3587.46
7f544931-c5fc-4fe5-9989-3909b0e77d96,0289e02c-2d13-444f-8dcd-fad1cf73c661,7d9cfb6c-9abf-4d60-b8d7-eec4bd11371c,1,598.42,598.42
a2a097bf-097a-4105-a7b3-2bc72d360f17,9c5aad6d-8eab-4d56-9b6c-c49cd1add8fb,e827139b-d210-4fba-9bb8-4615c8769cfb,2,549.39,1098.78
4b0154eb-4c28-4d44-ae54-b94763c933ba,acbe2ee6-3500-41e5-a32c-1250164651ab,3beb9b3b-d967-4bcd-bcb3-84309eaf0a62,3,1533.95,4601.85
86b5b583-925c-45dc-9884-f26b9a905b60,f0b4edc6-5788-451a-85e5-5d040c28e329,0e7a50fb-7e18-4277-bfc3-57a6a0746a19,3,606.1,1818.3
88f837e9-a748-403b-b7ce-985d6927bc24,fad4f9b9-91a7-44ab-9bb9-68d54629e291,8b829870-4640-4c8c-978e-cad3030c0886,3,181.1,543.3
6c827ea5-8eb0-4592-8886-31c2106e9466,20fdbfdb-a70c-4774-ab5d-0b18e1aeffdb,01f84cec-e491-4af9-8802-47ef9cdf8947,1,818.37,818.37
8a2bfcc2-f4be-44f4-9692-cc8cf9e10468,f7fc9a89-3c68-4e8c-9fbe-ad8f00705124,99fc97a1-6c8e-49ed-af25-13f0bea2bb70,3,1697.79,5093.37
e59b4b2a-5788-47f5-9170-ff651c19881b,2d32f39e-2125-4c10-b737-7cb0974dca79,e9edad0f-c915-46ab-8544-17472fe77d69,2,18.85,37.7
a808d1d2-42f3-4319-a1fc-f0e2988dc161,739db0db-997e-497d-b705-2ed6ec040cff,c4aeab2a-25ca-48f5-9b2c-0f81db3b1128,2,265.23,530.46
f2d59eee-ed55-4ff2-bc16-d489ce95aa36,6e3d3846-07fa-4f16-8574-75700f1db7d0,fa645c0e-0d95-4049-b6bf-ca1866e1fd78,2,1220.25,2440.5
dcaa795b-c6ff-4e73-a7fb-b7bd1c072a9b,b8fe2c9e-fe15-482f-8492-bb8626d2b74f,5ffdbf64-fa20-4d61-9d68-dc208b8875a5,2,498.59,997.18
2b37931b-eda7-4670-9ec2-b70a5aeacafb,1dcf42a8-8980-4ac1-90c2-212c3bf78344,5ffdbf64-fa20-4d61-9d68-dc208b8875a5,2,498.59,997.18
b76314a9-b317-431f-a45a-9b1b3e79e607,1bc9070f-a980-4e3d-bd07-1dc5b5124abf,b8ab0bf3-330a-4732-b832-d4ba46f27daf,2,1765.59,3531.18
e9861a90-d390-48de-98b3-6115d6f7716d,05d84c59-373f-4e65-a2a6-f6c6a2572c3f,0bc3b889-89d7-4e37-90af-e98293e303c5,2,1587.34,3174.68
6620f55f-5838-4af2-aa76-57221538c7eb,65b162fd-7eab-4b7d-aed9-fd7010a5446d,c4aeab2a-25ca-48f5-9b2c-0f81db3b1128,2,265.23,530.46
c7e3025f-c8f3-402f-b463-f74b26f168e4,91d40a8d-b419-47af-95e3-39c0ef9694de,21637a29-aa29-4e59-a5a9-a65499464720,3,1504.75,4514.25
4166064d-8738-4b1c-a73c-16e7de4d2b08,7decdc83-0a4f-4458-968a-7a2316700627,8528e2f5-fdd1-41fe-a04e-7c282c5503be,3,240.3,720.9
788fee4f-269d-4a1d-89df-77061c49413e,a5fc66fc-c286-4c08-a4b0-6e2cc73a0307,d2054c3f-782c-41ee-970f-b40351d3ecab,1,505.16,505.16
46a1c2d3-1ee6-4656-80ab-95cce6249970,e4e6359c-807a-47bd-9d58-7e626ddbaaa8,7d9cfb6c-9abf-4d60-b8d7-eec4bd11371c,1,598.42,598.42
0f9b402e-ffa8-4723-960c-c176b83819ee,a72e7385-7686-403e-901c-7555dde313b5,2ff14d4b-e45f-4b22-8165-a855b696ab9c,2,221.43,442.86
b1ba948b-b8b0-4a1c-8746-6178136e571e,49038f7c-68a7-4cab-b2a0-dd47033692b6,f3661ac0-db68-46b2-9eb4-ba7bd401ef58,2,1758.24,3516.48
f7ebabaf-f5e9-405a-aa21-46367c5ec1f0,7ff25162-1638-47a9-b2dd-7aa518f15159,b3692313-d9bb-4cf6-9dfe-0cca3f4972b9,1,450.3,450.3
460776be-77a6-4a4a-bcaa-a0e740516e86,eafdbdbf-6ce6-4070-9ccb-916bdfd32cd4,99fc97a1-6c8e-49ed-af25-13f0bea2bb70,2,1697.79,3395.58
4ac85d5a-70a6-4680-b7cd-c882545aa86c,14fc8608-b460-4b15-91ae-11dd3997392d,200c72ba-9899-4a7a-8c39-5b6994f2cf62,1,829.78,829.78
b321e2c0-16ec-4978-a680-d213f766ca49,b30459b6-7fd3-466a-b841-bca3ca43dbc7,078c6b87-45cb-498e-bb8f-cd3edb80a584,1,1450.34,1450.34
e804dab8-7e1f-4d6d-a796-e6079150cf9b,00fbb24f-9fa2-49ab-8473-3656429bbc0c,fa645c0e-0d95-4049-b6bf-ca1866e1fd78,3,1220.25,3660.75
5760c19e-a92b-4222-a3c0-cdd19874e0e0,1603eb65-2905-4d30-bc06-ce3020695952,0bc3b889-89d7-4e37-90af-e98293e303c5,3,1587.34,4762.02
5eb2b750-cd3e-4ec8-a2ad-d59c54f31b47,b7020c91-c0eb-41a5-8361-05239d95b378,021ad0a7-5868-4834-95d1-e4df0edf952d,1,1324.82,1324.82
ea988dfd-dd98-4306-8298-b1501b4216e9,79e5b2e2-c78d-405d-bc5f-aad727ce1a46,0c15dcc0-ec72-40e2-be21-f8afa3f0f58f,2,1108.58,2217.16
f2edab0c-47ff-4a84-aeb5-e991ac8c3706,fb536cd3-46d3-43d0-9a9d-8344fbe07082,4ce856f3-aaf2-40f7-9c66-18e2341d20fb,1,917.16,917.16
5d0f871c-e186-406b-8d6f-32a636f0facb,c02b5fb7-b60a-4c79-a1ab-e7c29dc187c8,39e296ff-70ba-4341-adf1-c32ba1d81ddf,1,1793.03,1793.03
51a645ec-bead-4206-9fed-f1af8be988a7,e2e53b5b-3fed-45a0-aae3-c60896280cd6,70d84377-b274-44fc-b06b-d9aab2437a4e,1,1667.15,1667.15
6cafe771-87dc-4113-80da-cbdf32b5c32d,fd1e3c8e-4110-4235-b420-6d1f7da70581,4f106bcd-5242-4970-88c3-c1c4db236cc8,3,1619.68,4859.04
bddfc023-c079-4ad0-8577-c647908c1242,2dadc1a2-47ee-4b21-9367-aaec3447b517,bfc8fa46-7569-49ec-b12a-d5f186f44ecc,3,1495.39,4486.17
fbce6d7a-5574-47a6-bab4-021458b99fbe,e9dd10b3-e433-4761-878f-863057f9e62f,fa645c0e-0d95-4049-b6bf-ca1866e1fd78,1,1220.25,1220.25
9ebf30b6-6a79-4bd3-9de8-660c2e32adb4,c3b01733-2ebb-48e0-b1f4-ceb7d0e3e2c6,569b37e6-5cf1-47ea-bcb4-0577555ed36c,2,1195.82,2391.64
09635169-b9b8-40f2-8d5d-404665a06e9d,48c616fd-f65a-49ee-a402-b3630e6bd4e3,96fd2371-3504-453a-bb75-5a4950dc26a4,3,1002.95,3008.85
4943672b-7ed0-4795-8f8a-6a9ede77d851,fd2dae31-20c9-41e8-b57c-f38fbd04f381,3fbb6d48-1774-48e8-8024-c8bee6411d52,3,1361.31,4083.93
cebc7c49-f496-41a4-9d08-f7e8a1274084,d721b271-ccea-4b3a-938e-b35a7eeab516,96fd2371-3504-453a-bb75-5a4950dc26a4,3,1002.95,3008.85
5908141a-c0d4-45e1-a25a-0aba10d20263,810ebcfa-2e9c-442d-b4dd-24be0649bbaf,629f7f67-2d08-4ba0-bc65-3d1e6b78b9b3,2,218.65,437.3
64fa9f5c-29ad-4382-9d65-5cbde7c3758e,2615e3fa-1173-4a95-98de-528a00f053b7,9798f0bd-afef-48fa-9785-be3f4e93898b,1,1106.12,1106.12
c3fc34e7-b2f6-4839-abae-018032efa0b7,c728b470-4837-4a5b-9aa3-63153e92f986,b79016b7-5e8c-43c3-852b-5549391fa673,1,854.5,854.5
4a514fba-2654-4232-9c56-2cb1b49204fe,9ee62924-8a6d-4f5b-bd8f-d790c84c9134,a9aa3050-532e-4e20-b7c1-6f68b1d0fb52,2,1047.95,2095.9
e8072b2a-ea89-4be4-8905-e01f762899e4,5b269b7b-4952-4dce-ada0-b37f1fdcff68,c4a3c5cc-141a-4d96-a36a-44424b3cd5eb,2,1191.05,2382.1
7647c8b8-4922-4d3f-8ba3-17e105d12054,8e84b6fb-5958-4159-8a04-d77bfab861f5,f3661ac0-db68-46b2-9eb4-ba7bd401ef58,1,1758.24,1758.24
bcf4d92b-dbc9-4b99-be4c-ac41b8e13415,672d6004-0f5c-4668-a9ec-6bcc5a657153,01f84cec-e491-4af9-8802-47ef9cdf8947,3,818.37,2455.11
4716f83b-43cd-4e16-a792-1b7fedec348e,305c9860-c0db-49e6-889f-6199c8cdede1,fa645c0e-0d95-4049-b6bf-ca1866e1fd78,2,1220.25,2440.5
98475a5b-5728-4e81-9126-7bb5ca0283b5,2b28c7b6-2269-45d4-964f-0de7f021c04f,ea5f8438-7a05-4c54-9143-50f08b450a41,2,314.5,629.0
abfdbf8f-b5c0-455d-aa09-9705fe5d1591,d89d6bf0-ffd2-4aa6-90a7-1d1f8fb72b4b,90578359-5f2d-4b94-952e-bc6930ff5dec,1,311.87,311.87
66ed7b64-16f6-447b-91ac-5c4b948dc67a,945f30b4-24eb-4d48-98d2-d63604c2e41e,be5889fd-5c70-45c3-8708-36e76498ec37,2,158.83,317.66
7ca98379-69de-40b1-9fc7-ba55e7efab5d,1e296556-388c-4032-a988-f00c1545c298,fa645c0e-0d95-4049-b6bf-ca1866e1fd78,3,1220.25,3660.75
a1252bb4-b269-4fb7-bcee-3c6426ba9412,3455bdd7-748d-4a00-9fa0-3b64eee6eeba,be03104b-3136-465c-81c8-d36b467670b7,3,379.6,1138.8
2e58827b-daaa-4ee6-b4f3-a36f352ab63f,0404c215-10fe-492f-b745-727ff559616b,5d9fc1d5-71f7-4ee3-90ab-d7de4e20e293,3,335.3,1005.9
e97f8c73-8107-4eb3-9f31-a2bf327dfa92,cc999051-4711-4c85-b36b-1dcd55ac1df0,bf03b6c5-0d2c-47f7-b58a-3731db9f68d4,2,1703.72,3407.44
539c9114-5a7c-4d83-98f0-f12e86d1ecd3,54ad0eb4-33dd-4719-840c-c3999547d3de,8b75003e-4807-4774-89c0-f24d1ce7547e,3,1712.32,5136.96
