order_id,user_id,order_date,payment_method,order_status,total_amount
97ca23ee-acb4-4c28-88d1-04551d79eb45,0552e302-7d04-4636-8eed-cfd7fc7abf26,2024-08-26T17:27:12,Credit Card,Shipped,3105.9
4743b4c4-9390-4c57-bea6-caa0121b7f1b,d92f3937-0d5f-4e06-9437-1ede588d9e42,2025-07-09T01:06:20,Credit Card,Delivered,3746.84
c6fd0b1b-b988-4f65-96da-f8651ed35f66,02a98e46-5202-4563-8ee0-14b4c4ea0662,2025-02-24T05:53:42,PayPal,Delivered,12610.17
ca5fea9e-c24d-485c-b720-263a9c5b51b1,25df6efd-c7bf-401b-a082-4cbc5154a06b,2025-07-02T09:37:18,Debit Card,Delivered,2262.33
e61d9ed3-0bfd-476a-a6ba-24a0a0fc9955,2a40e721-30d9-4519-9c20-ba0574b3e79e,2025-06-09T19:56:55,Debit Card,Delivered,3907.53
339a9c54-8885-4667-a73a-d20bc03a793a,31ed20b4-8d09-4ca7-a1c8-723d41b326fb,2024-12-13T18:05:39,Credit Card,Shipped,5280.76
04b17df4-3c5c-42dc-ad73-e2a128c4c3f0,8a7dbd73-ddd2-4541-b896-cddca98570e7,2024-09-20T21:08:48,Credit Card,Shipped,9666.54
f6df304e-b1f5-4f41-b5bd-353994464556,83c4c029-cde1-4a9b-9e0d-610482d79ce4,2024-12-01T16:05:09,Debit Card,Delivered,598.42
27a4131c-79d5-4d36-bef6-f13be6aea570,c570534d-a997-48d9-b583-c3ae0f447e90,2025-05-25T08:06:39,Debit Card,Shipped,4762.02
de462485-5fa4-44d0-87ce-273ce3cc4a5a,83c4c029-cde1-4a9b-9e0d-610482d79ce4,2024-12-31T07:39:06,PayPal,Delivered,7209.75
7baac447-b41a-4bff-8ef2-fbe91469adbf,ed6cc9d7-5df7-411b-affb-369a54de8953,2025-02-03T03:55:34,Debit Card,Shipped,3551.36
d41fcbba-7759-4766-88c7-c36ded2f8a58,6b1ecff2-5b62-4dbd-a980-aa282b12856b,2024-08-13T12:44:07,Credit Card,Shipped,1361.31
3fb9cccc-67a2-47a8-b044-95fa26b2a0d6,c5a4be56-ed69-4752-b94d-d33649890774,2025-05-14T20:08:46,PayPal,Processing,1418.22
4da3fa27-92f2-4a4e-b166-a90cd60f6b90,e468f7ac-e306-4ca7-bc1f-cbedb6ccee66,2024-07-13T13:29:53,BNPL,Delivered,480.6
d9f4cf55-0284-4038-a394-4c12fbea8879,95835daf-143e-4a0c-83f4-eceb7ef5181c,2024-09-02T09:43:02,Debit Card,Processing,11922.67
6528d531-dce7-4a24-875d-cab4c57e417b,44a28461-27a5-4479-b2a2-6080bddd311a,2024-11-07T07:34:44,PayPal,Shipped,1662.3
73016617-7f4b-43ed-83dc-c0e6f4e59902,3b44d0e4-7089-4e7f-ac7b-248b57b0d5bf,2025-10-23T09:24:15,Apple Pay,Shipped,514.44
6c81b7d3-90d0-48d5-919f-734e99c7ca60,d13da118-f196-4a09-a7c5-430ddfed6cc6,2025-10-21T21:39:34,PayPal,Delivered,3334.3
65ebfb29-911a-4ac0-b320-f1c157d0bec0,c7ece564-6651-437d-8f17-f1d2dc33c18e,2025-03-20T18:06:12,BNPL,Shipped,5315.36
51f9cd11-211f-4a86-9a0a-46d326b3a46b,ede6aaff-8a25-4880-bc40-fac3e4d8da26,2025-07-22T22:52:35,BNPL,Shipped,2388.16
3aed5f47-f7d6-42c5-8468-bab34a56556f,407cdfdd-5ca2-488d-8779-13e3c225ac5f,2025-02-24T04:21:27,Credit Card,Delivered,3952.75
6d6c09a5-b80a-46f5-98c8-c2829b4b5d76,32f4783d-f97a-48fd-aac7-ee68c9b0fa4e,2024-07-25T05:11:02,Credit Card,Delivered,3030.95
92c139c3-b4cd-49ae-b180-2fed9aaf05dc,c570534d-a997-48d9-b583-c3ae0f447e90,2025-03-18T13:13:09,PayPal,Shipped,2913.15
fe0d238e-c263-403e-bb65-4ec0bd05d4b6,44a28461-27a5-4479-b2a2-6080bddd311a,2024-05-26T21:16:44,Debit Card,Shipped,4167.12
6ab80a2e-f48c-4b3c-98d5-272eac7b457c,c5a4be56-ed69-4752-b94d-d33649890774,2024-12-07T11:40:53,Credit Card,Processing,4330.61
1efbee31-a4db-492c-8591-fefb72c55bf9,3168137d-6315-4c84-9dc3-1a4916ed4030,2025-07-06T20:14:57,Debit Card,Delivered,5873.14
ae1d8c41-30ee-4a34-a207-b25247fef00e,35466016-bece-4686-8031-f405c8aab45f,2024-08-20T01:40:38,PayPal,Delivered,1812.54
b46bef7e-94a4-49fe-bb68-306637bb7d7d,407cdfdd-5ca2-488d-8779-13e3c225ac5f,2025-05-04T07:38:32,Credit Card,Delivered,10969.56
b2d282cb-6c48-4ad7-a0f2-28cf22c3808d,82c7c807-6d0c-4a0f-a7a3-39d22bd58952,2025-02-26T08:45:03,Apple Pay,Delivered,2644.88
cde841da-2c6f-418c-8d1f-cedcf7f58ab6,44a28461-27a5-4479-b2a2-6080bddd311a,2025-10-20T16:14:47,Credit Card,Shipped,2123.19
2dd6af96-71f1-4f1c-9b64-ea26ee2e8021,2263fc04-f324-4610-b88e-68b01834cb27,2025-10-20T07:09:26,Google Pay,Shipped,2392.88
be341057-4f95-489e-b5f7-57143e6b688f,03fb5911-4e47-4472-8d20-f90efc988285,2024-12-05T16:51:33,Debit Card,Processing,5945.32
c64d89e1-2316-48e3-8b17-f11db4f0deec,25df6efd-c7bf-401b-a082-4cbc5154a06b,2025-08-13T02:48:22,PayPal,Shipped,3296.2
ce9cf7c3-b356-4cc9-8280-87284fec51af,32f4783d-f97a-48fd-aac7-ee68c9b0fa4e,2025-03-08T00:38:47,Credit Card,Processing,1495.77
aa5ccbf8-52e4-4b14-9b90-e5c5b3d39b62,407cdfdd-5ca2-488d-8779-13e3c225ac5f,2025-09-24T01:14:14,Credit Card,Returned,7190.85
31cd2e77-ee82-4a3c-b06d-4f8c996eaa5e,f2e17b43-b82f-4959-8630-58b21c1d99ac,2025-02-28T14:35:13,Debit Card,Processing,3738.11
9ffec0f1-c166-43bf-a5e0-4b358f72cf6c,8a7dbd73-ddd2-4541-b896-cddca98570e7,2024-08-08T05:32:02,Debit Card,Delivered,4937.59
e6d10db6-7f1f-4ca2-8fe0-b6f1511edb09,ed6cc9d7-5df7-411b-affb-369a54de8953,2025-10-22T05:40:53,PayPal,Shipped,362.2
29db9415-ee3a-4c1b-a20a-3ffd16bfe7cd,0552e302-7d04-4636-8eed-cfd7fc7abf26,2024-11-13T16:34:21,BNPL,Shipped,6558.28
9b605f44-7188-4a6f-a786-3079cf21cf58,9beb89df-5e51-4a74-9898-68c01d0c3a40,2025-05-17T06:46:56,Credit Card,Shipped,1072.75
bbcec3b0-d48b-4525-9e58-f5b1c2e357f6,6b1ecff2-5b62-4dbd-a980-aa282b12856b,2024-06-04T12:18:34,Debit Card,Delivered,771.66
ee923f85-ae08-43c7-bb6e-e62fd7b8794d,02a98e46-5202-4563-8ee0-14b4c4ea0662,2025-09-09T07:00:25,Credit Card,Delivered,1653.13
65da0279-2a94-49d3-8904-dbb2fc5542b9,407cdfdd-5ca2-488d-8779-13e3c225ac5f,2025-07-26T03:12:30,Credit Card,Delivered,181.1
3991d2f7-8d22-475b-9db7-b7b271e7d036,175147b9-bb31-4c38-8e87-50c2905cc983,2025-01-25T20:17:47,Apple Pay,Shipped,5034.02
66035c2a-4b08-4ff8-bd3e-93b2df7ceff0,83c4c029-cde1-4a9b-9e0d-610482d79ce4,2025-09-01T22:34:22,Apple Pay,Delivered,3642.83
00b2bb7f-34ca-47e1-b0e4-f942a362d9b0,4be3e8ae-dd07-46a6-9960-5b6bbd4cb75a,2024-11-04T00:24:00,Debit Card,Processing,7007.52
8070379e-befc-45a4-ad9f-dded163cd582,89469f59-db88-408e-a6d9-6b54002c0023,2025-10-01T02:55:54,Debit Card,Shipped,2431.88
18220672-6c35-4a81-a949-31c5e1c514ca,44a28461-27a5-4479-b2a2-6080bddd311a,2024-07-04T04:16:02,Debit Card,Shipped,1108.58
7bf98ff9-996e-4dcf-9c3a-b0f0558dacad,c5a4be56-ed69-4752-b94d-d33649890774,2025-09-21T14:36:14,Google Pay,Returned,4100.25
1269ccbc-697f-499a-84c1-ea74b5a68cbd,0d8cbb19-c8c7-45f2-b06a-728e9ab9a993,2025-05-11T16:23:25,Debit Card,Shipped,5157.67
7cef27a8-b999-49e7-8bc1-c86d2aea3d7c,3168137d-6315-4c84-9dc3-1a4916ed4030,2025-11-11T14:50:31,Debit Card,Shipped,1442.76
9ea6c2d7-1b7c-466a-b9f0-db17f9be583b,0552e302-7d04-4636-8eed-cfd7fc7abf26,2025-01-05T19:02:58,PayPal,Delivered,2751.48
32a2e219-5f12-4749-8797-c7bee077fe7d,442a11c5-8eda-4e4d-8efd-3402071f8e36,2025-10-02T08:31:00,BNPL,Delivered,4309.55
84785d80-75ec-49fa-af89-e5917f7ae973,31ed20b4-8d09-4ca7-a1c8-723d41b326fb,2025-03-29T05:00:10,BNPL,Shipped,1929.96
2ec76f64-c6a0-44bb-8769-c53485720886,3b44d0e4-7089-4e7f-ac7b-248b57b0d5bf,2024-08-14T16:48:48,Credit Card,Returned,1485.12
ef841647-5900-41db-bfbb-2cc3d73edb1f,4c64b3f6-87ac-475d-9eff-eb8caf1f596a,2024-09-01T15:26:55,Google Pay,Delivered,480.6
536651f1-f6d8-4b15-ab09-71629d423898,aa206aa0-90f8-4af6-94bd-4c00582a3dc5,2024-06-20T07:08:31,Credit Card,Delivered,6722.61
304c7798-7123-4358-8ecd-59f27e0b3e23,35466016-bece-4686-8031-f405c8aab45f,2024-06-13T23:30:02,PayPal,Shipped,7731.75
0c0dcd02-40dd-4b32-abde-96ecf5c7cf59,31ed20b4-8d09-4ca7-a1c8-723d41b326fb,2025-01-07T11:35:00,BNPL,Processing,1351.53
a2d903d8-d952-4e92-b6b8-3148fca43dbd,0446f465-854c-402f-86d1-d8d54ce1191d,2025-06-02T17:00:17,Credit Card,Delivered,556.73
80824e5d-9505-40b1-938c-c443fafae66d,31ed20b4-8d09-4ca7-a1c8-723d41b326fb,2024-08-14T06:27:32,Credit Card,Shipped,8147.23
635c714e-4409-45e5-adb4-94a46f8863a0,2908a1b1-29c4-490c-8af5-d0b8333c13b4,2024-07-30T13:36:23,Google Pay,Shipped,4452.12
4dd748c4-23d6-46cb-90ac-33c7dad17498,c5a4be56-ed69-4752-b94d-d33649890774,2024-11-14T10:48:22,PayPal,Delivered,9891.53
3bdccb08-eb4e-4292-909b-3fea76449df4,ede6aaff-8a25-4880-bc40-fac3e4d8da26,2025-07-07T14:24:41,Google Pay,Processing,6064.42
52a86f67-c734-4a87-9853-ad7badf21eaf,02a98e46-5202-4563-8ee0-14b4c4ea0662,2024-08-29T10:46:39,Credit Card,Delivered,6079.98
96797ccf-bde1-4942-9869-1437b35364b7,c570534d-a997-48d9-b583-c3ae0f447e90,2025-03-13T22:41:59,BNPL,Delivered,665.09
8e5833c9-9ddf-4aca-ae7a-8ed7806e8b1f,6ae835cc-0af3-455c-aaf3-4a11d0dab923,2025-05-03T10:20:56,BNPL,Delivered,1072.92
6276f603-104c-4874-bf0a-398e35d40485,d92f3937-0d5f-4e06-9437-1ede588d9e42,2025-02-28T05:58:20,Google Pay,Shipped,7878.61
759dd8c0-290a-4783-b2ef-e2c4fc6095f3,03fb5911-4e47-4472-8d20-f90efc988285,2025-10-18T20:35:07,Credit Card,Processing,6106.47
e5169c60-6de1-4ab8-9734-49ceee57afa2,c5a4be56-ed69-4752-b94d-d33649890774,2025-11-08T01:13:08,Apple Pay,Shipped,13210.53
5288074d-96b9-4a1e-8c85-bf939b681730,5a55f8e0-7baa-4e41-94b2-fe3d02e91f6e,2025-07-09T15:44:03,Debit Card,Shipped,2391.45
3c048328-5ae8-4f24-9ddb-5b1517bd9cf4,407cdfdd-5ca2-488d-8779-13e3c225ac5f,2025-04-06T14:54:19,Debit Card,Delivered,5911.07
4f4c0431-744e-4042-9e3b-2e88dd0009fd,32f4783d-f97a-48fd-aac7-ee68c9b0fa4e,2025-08-15T06:38:02,Credit Card,Delivered,10104.82
46873b8a-f988-42ae-b399-01c46bfbfc3c,442a11c5-8eda-4e4d-8efd-3402071f8e36,2024-09-13T02:19:55,PayPal,Shipped,6752.12
8c603610-7d05-472a-840f-7806ec8d878c,02a27e33-6d37-4de6-8b45-25b95ecc47c5,2025-04-03T07:49:28,Credit Card,Shipped,2437.54
cb8cdb89-09a4-4737-a0b6-105a2ee5f068,0446f465-854c-402f-86d1-d8d54ce1191d,2025-10-06T18:26:43,Debit Card,Delivered,6477.54
f8040251-0883-405c-bd03-d75716c3af07,7f9e3b3a-b07c-4305-86a8-5d7ef20f3d2e,2024-07-31T23:42:48,Google Pay,Delivered,335.3
737c8768-cfc3-45b4-853e-0b84363709e2,32f4783d-f97a-48fd-aac7-ee68c9b0fa4e,2025-05-31T03:54:22,Credit Card,Delivered,1191.28
439410d8-fc88-4608-ab10-a22519878b54,02a27e33-6d37-4de6-8b45-25b95ecc47c5,2025-09-06T06:24:19,Credit Card,Returned,4349.77
be1ee343-d083-4b89-8051-4131af307278,03fb5911-4e47-4472-8d20-f90efc988285,2025-03-29T01:38:52,Credit Card,Delivered,6269.74
51b3bdee-20e1-4d08-893f-df6601285e10,2a40e721-30d9-4519-9c20-ba0574b3e79e,2024-12-19T08:33:02,BNPL,Delivered,3970.0
0032f898-198c-4f41-b580-98433c34f0ca,806538bd-9499-4928-be30-84517e4e86e3,2024-06-10T11:41:31,Credit Card,Delivered,9296.9
a9ff99e7-5a3c-436f-aca5-0e7e67c87195,95835daf-143e-4a0c-83f4-eceb7ef5181c,2025-11-03T05:34:50,Credit Card,Delivered,4784.3
0289e02c-2d13-444f-8dcd-fad1cf73c661,f9ab9460-35f3-4be3-bbbf-067ec5b42dfb,2025-02-27T20:59:43,BNPL,Delivered,3010.79
9c5aad6d-8eab-4d56-9b6c-c49cd1add8fb,175147b9-bb31-4c38-8e87-50c2905cc983,2024-10-31T20:01:00,Credit Card,Delivered,4044.51
acbe2ee6-3500-41e5-a32c-1250164651ab,3168137d-6315-4c84-9dc3-1a4916ed4030,2025-04-25T11:04:34,PayPal,Processing,4601.85
f0b4edc6-5788-451a-85e5-5d040c28e329,6b1ecff2-5b62-4dbd-a980-aa282b12856b,2025-04-26T11:32:52,PayPal,Delivered,3297.98
fad4f9b9-91a7-44ab-9bb9-68d54629e291,c570534d-a997-48d9-b583-c3ae0f447e90,2024-11-15T11:16:29,Apple Pay,Shipped,1961.52
20fdbfdb-a70c-4774-ab5d-0b18e1aeffdb,fbcb54de-6e41-4975-9d11-8df977ff0dd1,2025-02-21T18:46:27,Credit Card,Shipped,1136.03
f7fc9a89-3c68-4e8c-9fbe-ad8f00705124,0446f465-854c-402f-86d1-d8d54ce1191d,2024-08-01T05:55:14,PayPal,Delivered,5952.1
2d32f39e-2125-4c10-b737-7cb0974dca79,4be3e8ae-dd07-46a6-9960-5b6bbd4cb75a,2025-10-30T15:49:22,PayPal,Processing,241.09
739db0db-997e-497d-b705-2ed6ec040cff,806538bd-9499-4928-be30-84517e4e86e3,2025-02-25T09:26:10,Google Pay,Delivered,4428.04
6e3d3846-07fa-4f16-8574-75700f1db7d0,83c4c029-cde1-4a9b-9e0d-610482d79ce4,2025-07-12T23:23:44,Apple Pay,Processing,2440.5
b8fe2c9e-fe15-482f-8492-bb8626d2b74f,5a55f8e0-7baa-4e41-94b2-fe3d02e91f6e,2025-09-28T22:15:33,PayPal,Processing,3124.51
1dcf42a8-8980-4ac1-90c2-212c3bf78344,c570534d-a997-48d9-b583-c3ae0f447e90,2025-02-18T15:58:53,Credit Card,Shipped,4613.62
1bc9070f-a980-4e3d-bd07-1dc5b5124abf,2a40e721-30d9-4519-9c20-ba0574b3e79e,2024-07-02T02:33:06,Credit Card,Delivered,3752.61
05d84c59-373f-4e65-a2a6-f6c6a2572c3f,5a55f8e0-7baa-4e41-94b2-fe3d02e91f6e,2025-03-21T07:40:38,Debit Card,Delivered,11240.2
65b162fd-7eab-4b7d-aed9-fd7010a5446d,32f4783d-f97a-48fd-aac7-ee68c9b0fa4e,2024-12-16T08:37:09,Credit Card,Delivered,8618.55
91d40a8d-b419-47af-95e3-39c0ef9694de,0552e302-7d04-4636-8eed-cfd7fc7abf26,2024-10-10T12:06:15,BNPL,Shipped,4514.25
7decdc83-0a4f-4458-968a-7a2316700627,4c64b3f6-87ac-475d-9eff-eb8caf1f596a,2024-08-18T23:02:18,Apple Pay,Shipped,3017.4
a5fc66fc-c286-4c08-a4b0-6e2cc73a0307,02a98e46-5202-4563-8ee0-14b4c4ea0662,2025-05-04T06:21:45,Credit Card,Returned,10356.85
e4e6359c-807a-47bd-9d58-7e626ddbaaa8,2908a1b1-29c4-490c-8af5-d0b8333c13b4,2024-07-26T06:43:58,PayPal,Returned,3954.38
a72e7385-7686-403e-901c-7555dde313b5,9beb89df-5e51-4a74-9898-68c01d0c3a40,2025-10-12T20:43:16,Debit Card,Delivered,6491.22
49038f7c-68a7-4cab-b2a0-dd47033692b6,35466016-bece-4686-8031-f405c8aab45f,2024-10-27T19:45:19,Credit Card,Processing,10149.74
7ff25162-1638-47a9-b2dd-7aa518f15159,5a55f8e0-7baa-4e41-94b2-fe3d02e91f6e,2025-09-26T12:03:16,PayPal,Delivered,4936.47
eafdbdbf-6ce6-4070-9ccb-916bdfd32cd4,02a27e33-6d37-4de6-8b45-25b95ecc47c5,2025-09-24T18:49:42,Debit Card,Delivered,3691.6
14fc8608-b460-4b15-91ae-11dd3997392d,5a55f8e0-7baa-4e41-94b2-fe3d02e91f6e,2025-08-22T21:25:25,Credit Card,Shipped,2225.46
b30459b6-7fd3-466a-b841-bca3ca43dbc7,f9ab9460-35f3-4be3-bbbf-067ec5b42dfb,2024-06-01T15:56:53,PayPal,Delivered,1450.34
00fbb24f-9fa2-49ab-8473-3656429bbc0c,c5a4be56-ed69-4752-b94d-d33649890774,2024-06-24T08:40:05,Google Pay,Shipped,9215.25
1603eb65-2905-4d30-bc06-ce3020695952,02a98e46-5202-4563-8ee0-14b4c4ea0662,2025-01-30T02:52:39,PayPal,Shipped,5495.87
b7020c91-c0eb-41a5-8361-05239d95b378,03fb5911-4e47-4472-8d20-f90efc988285,2024-11-21T06:16:10,Credit Card,Shipped,2530.3
79e5b2e2-c78d-405d-bc5f-aad727ce1a46,2263fc04-f324-4610-b88e-68b01834cb27,2024-08-21T21:12:27,Credit Card,Processing,2693.65
fb536cd3-46d3-43d0-9a9d-8344fbe07082,ede6aaff-8a25-4880-bc40-fac3e4d8da26,2025-07-28T14:18:45,Credit Card,Shipped,2584.65
c02b5fb7-b60a-4c79-a1ab-e7c29dc187c8,89469f59-db88-408e-a6d9-6b54002c0023,2024-10-22T11:07:32,Credit Card,Shipped,3798.93
e2e53b5b-3fed-45a0-aae3-c60896280cd6,4be3e8ae-dd07-46a6-9960-5b6bbd4cb75a,2024-07-08T08:48:08,Google Pay,Delivered,2673.05
fd1e3c8e-4110-4235-b420-6d1f7da70581,89469f59-db88-408e-a6d9-6b54002c0023,2025-07-20T12:59:54,Debit Card,Delivered,11422.95
2dadc1a2-47ee-4b21-9367-aaec3447b517,8a7dbd73-ddd2-4541-b896-cddca98570e7,2024-10-23T23:30:34,Google Pay,Delivered,4486.17
e9dd10b3-e433-4761-878f-863057f9e62f,ede6aaff-8a25-4880-bc40-fac3e4d8da26,2025-08-14T12:47:21,PayPal,Delivered,6045.18
c3b01733-2ebb-48e0-b1f4-ceb7d0e3e2c6,175147b9-bb31-4c38-8e87-50c2905cc983,2024-10-30T19:26:28,Credit Card,Shipped,2391.64
48c616fd-f65a-49ee-a402-b3630e6bd4e3,aa206aa0-90f8-4af6-94bd-4c00582a3dc5,2024-11-13T01:13:35,Debit Card,Shipped,5689.27
fd2dae31-20c9-41e8-b57c-f38fbd04f381,5a55f8e0-7baa-4e41-94b2-fe3d02e91f6e,2025-01-26T06:36:37,Credit Card,Delivered,10303.67
d721b271-ccea-4b3a-938e-b35a7eeab516,89469f59-db88-408e-a6d9-6b54002c0023,2024-09-07T16:25:32,Google Pay,Delivered,4048.55
810ebcfa-2e9c-442d-b4dd-24be0649bbaf,a0aa90de-f93b-4f0f-9100-77c50e48b411,2025-08-21T23:43:09,Debit Card,Shipped,1576.1
2615e3fa-1173-4a95-98de-528a00f053b7,f2e17b43-b82f-4959-8630-58b21c1d99ac,2024-05-18T06:40:29,Google Pay,Delivered,2871.71
c728b470-4837-4a5b-9aa3-63153e92f986,fd87e653-df63-461c-b915-85b674807e90,2024-12-17T10:35:38,PayPal,Delivered,2410.3
9ee62924-8a6d-4f5b-bd8f-d790c84c9134,6b1ecff2-5b62-4dbd-a980-aa282b12856b,2024-09-05T10:59:44,BNPL,Processing,2095.9
5b269b7b-4952-4dce-ada0-b37f1fdcff68,4c64b3f6-87ac-475d-9eff-eb8caf1f596a,2024-08-25T01:02:43,Credit Card,Processing,2832.4
8e84b6fb-5958-4159-8a04-d77bfab861f5,95835daf-143e-4a0c-83f4-eceb7ef5181c,2025-07-09T16:09:44,Credit Card,Delivered,7147.81
672d6004-0f5c-4668-a9ec-6bcc5a657153,9beb89df-5e51-4a74-9898-68c01d0c3a40,2024-11-26T18:20:57,Credit Card,Shipped,4064.49
305c9860-c0db-49e6-889f-6199c8cdede1,e468f7ac-e306-4ca7-bc1f-cbedb6ccee66,2024-09-28T14:40:42,Credit Card,Processing,5846.91
2b28c7b6-2269-45d4-964f-0de7f021c04f,6b1ecff2-5b62-4dbd-a980-aa282b12856b,2024-08-09T10:59:31,Credit Card,Delivered,1134.16
d89d6bf0-ffd2-4aa6-90a7-1d1f8fb72b4b,8a7dbd73-ddd2-4541-b896-cddca98570e7,2025-10-11T12:49:26,BNPL,Delivered,3897.93
945f30b4-24eb-4d48-98d2-d63604c2e41e,c7ece564-6651-437d-8f17-f1d2dc33c18e,2024-06-05T02:23:35,Credit Card,Delivered,317.66
1e296556-388c-4032-a988-f00c1545c298,2263fc04-f324-4610-b88e-68b01834cb27,2024-08-26T10:48:24,Credit Card,Delivered,4777.46
3455bdd7-748d-4a00-9fa0-3b64eee6eeba,0d8cbb19-c8c7-45f2-b06a-728e9ab9a993,2024-05-27T14:49:58,Debit Card,Processing,7186.09
0404c215-10fe-492f-b745-727ff559616b,0446f465-854c-402f-86d1-d8d54ce1191d,2025-02-18T07:56:11,Credit Card,Delivered,1425.6
cc999051-4711-4c85-b36b-1dcd55ac1df0,d13da118-f196-4a09-a7c5-430ddfed6cc6,2024-11-16T21:10:58,Credit Card,Processing,3407.44
54ad0eb4-33dd-4719-840c-c3999547d3de,aa206aa0-90f8-4af6-94bd-4c00582a3dc5,2025-08-16T10:49:49,Apple Pay,Delivered,6971.28
