product_id,product_name,category,sub_category,brand,price,rating,stock_quantity
7d9cfb6c-9abf-4d60-b8d7-eec4bd11371c,Pure Blender,Beauty,Makeup,Voyage,598.42,4.5,204
b79016b7-5e8c-43c3-852b-5549391fa673,Glow Router,Beauty,Makeup,Nimbus,854.5,4.5,36
3fbb6d48-1774-48e8-8024-c8bee6411d52,Pro Headphones,Beauty,Skincare,Apex,1361.31,4.8,112
8528e2f5-fdd1-41fe-a04e-7c282c5503be,Nova Lamp,Outdoors,Camping,PulseGear,240.3,4.3,298
ea5f8438-7a05-4c54-9143-50f08b450a41,Glow Headphones,Home,Lighting,Zenova,314.5,4.2,392
a9aa3050-532e-4e20-b7c1-6f68b1d0fb52,Max Serum,Accessories,Bags,Nimbus,1047.95,4.8,304
99a3d0d9-74e8-4065-8f7d-bdfb67f6d8e0,Edge Monitor,Accessories,Watches,PulseGear,150.65,4.4,331
379c2c9d-caff-437b-95f8-bcc9ee7ebabd,Glow Router,Home,Kitchen,Crafted,1452.87,4.6,299
569b37e6-5cf1-47ea-bcb4-0577555ed36c,Pure Camera,Outdoors,Camping,LumaSkin,1195.82,3.3,341
f38682a9-341d-44ba-b3a9-1a247c6f4548,Edge Router,Beauty,Skincare,Voyage,203.39,4.8,335
021ad0a7-5868-4834-95d1-e4df0edf952d,Max Mat,Outdoors,Travel,Solace,1324.82,4.8,148
5e53fb8e-f5a1-49d1-963b-75b89a6029e4,Prime Backpack,Fitness,Supplements,LumaSkin,1488.94,4.2,175
b3692313-d9bb-4cf6-9dfe-0cca3f4972b9,Pro Serum,Outdoors,Camping,Voyage,450.3,4.0,322
3beb9b3b-d967-4bcd-bcb3-84309eaf0a62,Pure Speaker,Accessories,Watches,Voyage,1533.95,3.5,118
fcd09f29-dff0-4a0a-a0e7-d30b16f952dd,Pure Serum,Beauty,Makeup,Crafted,1266.61,3.7,15
12b26915-1444-4430-8538-ec9c379c01d2,Pro Blender,Fitness,Equipment,LumaSkin,887.11,4.5,363
8b829870-4640-4c8c-978e-cad3030c0886,Prime Headphones,Fashion,Footwear,Apex,181.1,3.6,364
96fd2371-3504-453a-bb75-5a4950dc26a4,Nova Sneaker,Home,Furniture,Voyage,1002.95,3.8,391
5ffdbf64-fa20-4d61-9d68-dc208b8875a5,Pure Monitor,Fitness,Wearables,Voyage,498.59,3.6,71
8b75003e-4807-4774-89c0-f24d1ce7547e,Pure Watch,Accessories,Bags,TempoFit,1712.32,4.4,108
f3661ac0-db68-46b2-9eb4-ba7bd401ef58,Glow Monitor,Home,Lighting,Crafted,1758.24,4.1,154
5d9fc1d5-71f7-4ee3-90ab-d7de4e20e293,Glow Blender,Electronics,Laptops,Zenova,335.3,3.2,283
cdf83865-bc39-4c63-8194-405f8e8b191f,Ultra Speaker,Home,Furniture,TempoFit,536.46,4.8,336
87f115bb-407e-4f6b-9109-2541a0748a03,Pro Router,Outdoors,Travel,Apex,1039.7,4.0,235
629f7f67-2d08-4ba0-bc65-3d1e6b78b9b3,Ultra Serum,Beauty,Skincare,Voyage,218.65,3.3,261
